title,author_info,rating,pros,cons,helpful
Anonymous,"Jul 4, 2017 - Anonymous Employee",5,"Brilliant talent resides throughout Ubisoft in all sectors. Creativity is king. Fast paced environment is great for an energetic person, never a boring moment. Long term Loyalty to those who perform well.","The French influence, from a business perspective, rules. This isn't necessarily a con because they're smart but it's also not negotiable and you will only go so far unless you are fluent in French. Jobs can become much larger than your initial expectations, and you don't necessarily get the recognition you'd expect at maybe another employer, as soon as you might expect. Unless you're willing to relocate, your advancement potential is limited.",1 person found this review helpful
Campus Ambassador,"Jun 15, 2017 - Anonymous Employee",5,Great job with good pay and cool perks.,None except they discontinued the program,Be the first to find this review helpful
Better be motivated!,"Jun 12, 2017 - Anonymous Employee",3,"Good atmosphere, passionate people, innovative minds","Talent retention policy (salary, ...)",Be the first to find this review helpful
"Awesome company, great games, difficult work-life balance in marketing","May 25, 2017 - Anonymous Employee",4,"Lots of autonomy to make big decisions, very creative, amazing place to build a career, cool people, fantastic products.","Sometimes the leadership can be a bit too involved in small decisions. Work-life balance is tough - Ubi is kind of a sweatshop. They give the marketing team ""summer hours"" on Friday's but no one uses them.",1 person found this review helpful
Don't expect to develop your career,"Apr 7, 2017 - Brand Manager in San Francisco, CA",2,"-Fun industry / super interesting if you're into gaming -Lots of great people to work alongside with -Conveniently located in SF proper / no need to commute to south bay -Get to travel to cool places for work (gaming conventions, etc.) -Pay is better than a startup","-High turnover (even for the bay area). Buyer beware -Senior members openly state that ""we don't do trainings"" despite promoting itself as a 70/20/10 company -HR is completely powerless to address systemic issues which include: -Awful work-life balance -Complete unwillingness to change process (or lack thereof) e.g. the marketing team saw a recent mass exodus, yet a senior member sent a demoralizing email out to the remaining team basically labeling the departed employees as unable to cut it -Unrealistic expectations and no support -Terrible managing of team members",10 people found this review helpful
"Good People, Not Enough Of Them","Apr 2, 2017 - Associate Brand Manager in San Francisco, CA",5,It's a great place to work and learn the industry while being around great people.,There's lots to get done with too few people to get it done so people are often exhausted.,Be the first to find this review helpful
"Really good company,for beginners","Mar 26, 2017 - Game Developer in San Francisco, CA",5,Gain a lot of experience,"Not a competitive salary,they ask a little bti more considering the salary",Be the first to find this review helpful
"Great to ascend, not good work/life balance for those with families.","Mar 19, 2017 - Senior Game Designer in San Francisco, CA",4,"Young studio, good chance for entry or mid level to work your way up to senior.","Typical game industry crunch, poor work/life balance, management has little experience operating at the AAA level.",1 person found this review helpful
Very lackluster pay,"Mar 25, 2017 -",2,Easy if your are technically inclined.,Worst pay I've seen from one of the biggest gaming companies in the world. Especially considering I know another language.,Be the first to find this review helpful
"Great company, not enough staffing","Mar 7, 2017 - Anonymous Employee",4,"Great people - talented, great attitude and general atmosphere of excitement about products/work","If you're not a gamer, this isn't the company for you. Teams are all slightly understaffed",Be the first to find this review helpful
